Weight,Length1,Length2,Length3,Height,Width,Species
15,9.5,15.4,32.9,11.5497,5.5422,Perch
1040,22.6,10.5,24,8.3544,4.8077,Perch
497,26.5,39.1,11.4,11.873,1.5194,Perch
181,40,23.7,29.6,6.5024,7.509,Perch
195,26.2,8.6,34.8,9.9202,2.2129,Perch
1077,30,39.8,25.3,6.2018,3.0323,Perch
967,14.6,30.2,30.4,11.3,1.5653,Perch
981,30.1,16.4,27,11.1273,4.656,Perch
713,28.9,30.2,19.6,12.2501,1.2841,Perch
1016,25.1,9.8,14.8,5.3321,1.5152,Perch
526,20,11.8,23.4,9.803,1.7841,Perch
685,23.7,17.1,43,9.4544,7.181,Perch
344,37.6,16.2,34.9,12.7564,7.2937,Perch
524,29.9,41.8,20.1,11.8472,6.3058,Perch
483,14.3,28.2,26.5,10.4561,4.8189,Perch
1057,17.9,26.9,27.4,2.7089,6.1234,Perch
948,20,33.6,22.2,5.1627,4.9893,Perch
983,18.6,25.1,15.6,12.1493,5.4081,Perch
549,29.9,33.1,35.8,3.3724,3.2953,Perch
806,32.8,32.8,40.1,3.8179,7.6634,Perch
678,21.9,23.6,11.7,9.5958,5.1921,Perch
532,31,25.7,36.4,5.933,3.7478,Perch
568,12.9,35.1,22.6,9.0673,4.396,Perch
337,11.4,31.1,33.9,7.3513,3.7197,Perch
294,31.7,17.6,36.2,2.1467,5.2261,Perch
898,38.1,32.7,8.2,5.6624,6.4513,Perch
583,25.1,13.7,39.7,8.9019,2.8477,Perch
1099,12.5,36.7,25.9,8.9888,1.1552,Perch
244,21.3,10.4,38.1,4.364,4.8816,Perch
440,31.2,25.1,43,7.805,7.5552,Perch
915,32.4,36,34.8,8.6648,6.6687,Perch
933,10.3,19,42.5,4.2637,7.6193,Perch
1050,19.9,41.5,30.1,11.174,7.8638,Perch
370,29.7,29.9,40.1,6.9557,6.4805,Perch
11,28.8,36.6,36.3,11.0855,4.8502,Perch
400,13.5,33.7,31.2,8.7135,5.2684,Perch
605,23.7,14.7,15.5,11.6865,7.634,Perch
282,24.3,20.1,8.7,11.2554,4.0468,Perch
984,39,21.7,28.5,11.7677,4.2217,Perch
186,7.2,41,15.6,10.7028,6.1761,Perch
934,29.5,23.3,25.1,10.5151,1.0975,Perch
20,15.1,31.2,38.1,6.709,2.4509,Perch
549,32.1,37.2,34.8,5.1957,2.9515,Perch
369,10,42.2,19.7,3.9034,2.4956,Perch
350,18.2,35,38.1,4.7576,7.8992,Perch
606,39.7,13.1,9.1,10.6409,3.7641,Perch
306,19,24.1,8.9,10.2048,1.0463,Perch
863,8.5,41.5,45.7,8.7884,6.0109,Perch
334,17.5,39.9,9.9,7.7459,7.0023,Perch
740,33.9,25,25.9,5.826,6.8611,Perch
1016,33.4,25.6,23.2,11.6627,1.1707,Perch
989,26.3,12.1,9,4.0282,7.7477,Perch
1010,23.5,11.6,26.2,2.6896,4.3731,Perch
847,35,33.4,42.4,7.5417,4.7646,Perch
470,38.8,25.2,13.8,4.6965,5.9319,Perch
998,9.2,30.2,21.7,6.7911,7.4024,Perch
396,14.5,12.3,15.4,5.0698,4.6723,Perch
364,15.6,15.4,22.8,8.6879,4.7111,Perch
824,36.9,8.5,8.2,2.199,7.2547,Perch
969,32.9,26.1,37.2,8.8723,4.1194,Perch
452,11,40.1,42.2,3.6056,7.3809,Perch
500,30.5,38.6,37.4,9.0825,7.6337,Perch
585,31.3,34.1,22.6,9.7971,3.1633,Perch
461,25.8,33.5,22.2,6.3582,3.1587,Perch
931,13.3,17.6,23.7,12.1062,5.3069,Perch
1091,19.9,37.9,14.3,11.8926,2.6233,Perch
219,7.5,32.8,30.9,2.2742,1.7828,Perch
574,13.1,35.4,13.8,8.8821,6.2297,Perch
590,23.5,39,22.7,5.478,1.4195,Perch
1046,20.3,42.6,13,7.9688,7.5062,Perch
169,30.4,16.2,44.7,10.8942,6.7653,Perch
593,31.2,35.4,10.7,9.2572,2.9798,Perch
1049,24.5,27.5,18.7,11.6368,6.7365,Perch
1027,20.9,14.9,37.8,5.2469,1.8073,Perch
424,19.6,15.4,16.3,11.6325,1.911,Perch
426,36,24.9,35.5,11.6326,2.4844,Perch
733,29.5,35.6,17.5,10.3548,5.983,Perch
112,33.1,15.3,29.6,9.3002,4.7053,Perch
396,19.3,40.8,41.9,4.0791,4.6794,Perch
17,15.7,10.4,22.7,7.1195,6.5389,Perch
13,10.4,19.1,8.4,5.3204,6.5378,Perch
832,8.4,12.3,25.3,10.9146,5.0944,Perch
405,17.1,30.1,34.9,8.7969,7.0381,Perch
928,34.9,24.8,19.7,11.9201,1.9631,Perch
148,16.6,32.5,25.8,3.2885,3.4963,Perch
155,28.6,40.7,12.2,3.1508,1.7318,Perch
730,33.7,20.5,10.1,8.754,2.9132,Perch
439,31.1,21.3,16.4,8.1496,5.7435,Perch
9,8.7,19.6,33.6,4.7613,3.0321,Perch
72,14.6,13,41.6,5.9627,3.5284,Perch
854,33.5,16.1,14.1,6.6393,6.7338,Perch
630,25,17.6,38.2,2.6828,1.0732,Perch
1003,21.9,17.3,40,10.4226,3.2653,Perch
16,11.4,19.5,22.9,12.7429,4.3668,Perch
1073,8.3,21.2,26,3.411,5.9536,Perch
56,27.4,41.2,33.5,8.2832,7.9045,Perch
252,29,10,33.7,9.5818,6.6054,Perch
592,21.6,31.2,34.9,6.427,4.1609,Perch
816,26,21.6,21.5,10.6908,7.0389,Perch
575,12.7,16.6,27.2,5.6358,3.4247,Perch
1098,37.7,30.9,40.9,12.9806,4.7768,Perch
124,21.2,25.3,42.3,3.5651,7.0517,Perch
217,25,29.2,30,6.6549,2.78,Perch
371,28.6,20.3,14.1,7.7382,4.5379,Perch
494,13.8,41.4,19,4.5431,6.9987,Perch
361,8.1,32.4,32.5,4.7401,6.9357,Perch
489,32,31.4,24.2,9.8747,6.029,Perch
409,22.1,28.2,45.4,3.2584,4.5101,Perch
740,33.2,16.4,41.7,12.4583,1.3294,Perch
925,31.5,30.4,41.5,10.7435,5.8762,Perch
323,16.8,37.6,22.8,6.0523,7.393,Perch
689,11.5,31.6,43.3,9.9742,6.3821,Perch
626,38.7,30.1,26.9,2.044,4.3162,Perch
331,20.8,15.7,13,9.4993,2.6151,Perch
291,26.8,17,44.1,4.1212,2.7821,Perch
932,17.1,24.1,12.7,9.0251,7.3266,Perch
257,32.4,13.2,18.8,11.0256,4.3049,Perch
757,35.2,31.1,43.4,5.6327,6.622,Perch
245,35,18.5,18.3,2.5326,6.5575,Perch
552,32.5,34.6,24.5,11.2366,3.1423,Perch
29,33.1,32.1,10.7,8.2884,5.5773,Perch
122,8.1,21.5,22.2,6.2825,3.6856,Perch
134,29.3,9.4,17.1,9.1485,4.2145,Perch
809,18.3,33.9,33.1,8.7507,7.9601,Perch
958,35.6,12.3,20.8,3.2827,3.0766,Perch
596,30.4,21,12.1,3.4093,6.4329,Perch
357,33.1,32.3,15.1,11.4222,2.264,Perch
1023,22.8,33.4,34.2,3.0745,6.4307,Perch
330,12.1,10.6,13.9,4.7593,4.805,Perch
728,20.5,37.7,16.2,10.2031,2.704,Perch
992,38.2,24.6,37.9,10.4403,2.3386,Perch
639,31.9,42,37.4,8.4395,5.014,Perch
393,7.3,26.3,15.3,11.8679,7.419,Perch
870,36.9,14.4,41.6,2.7649,3.9316,Perch
793,25,9.8,21.6,7.3412,4.7565,Perch
538,15.4,33.4,19.4,9.2607,5.5358,Perch
60,9.4,13.3,12.6,3.16,2.9632,Perch
323,26,28.6,25.9,2.4807,2.3504,Perch
512,17.8,30,11.6,9.5358,1.3147,Perch
871,8.9,38.8,21.8,11.034,5.4529,Perch
455,22.2,33,34,4.1819,4.1061,Perch
478,14.5,31.4,38.5,7.0335,5.5623,Perch
283,23.1,26.6,36.4,8.3063,3.8542,Perch
579,29.9,25.6,12.9,5.4273,3.8833,Perch
443,33.7,24.1,40.7,5.1221,5.0114,Perch
855,12.6,24.5,10.2,12.9382,4.7968,Perch
755,16.3,40.5,8.5,4.4373,5.9537,Perch
33,21.1,42.4,36.5,11.7534,5.172,Perch
178,9.1,33.3,19.5,12.2644,7.1209,Perch
608,25.3,28.5,12.7,5.2052,4.4932,Perch
161,16.1,12.1,31.5,9.411,1.77,Perch
1087,12.7,19.2,9.8,4.4541,7.8324,Perch
418,18.9,13.3,36.1,11.8001,1.3647,Perch
862,14.5,40.1,32.4,3.0762,5.6057,Perch
407,36.4,30.7,33,4.498,3.5271,Perch
767,19.3,41.6,40.5,6.0231,6.5097,Perch
424,38.2,33.1,22.4,4.9732,7.1938,Perch
304,24.8,30.7,23.4,4.0102,4.2554,Perch
1083,29.7,41.3,33.9,5.0434,7.7077,Perch
935,10.1,8.3,34.3,7.2662,5.8585,Perch
86,35.9,40.3,24.3,7.344,7.5278,Perch
411,35.7,40.2,23.6,8.1656,4.0459,Perch
167,27.5,23.6,45.5,6.2672,2.9345,Perch
1042,38.2,41.9,31.1,12.9932,4.7757,Perch
1002,33.2,23,33.5,5.9829,1.3837,Perch
653,26.6,30.9,12.5,6.8169,5.9279,Perch
408,17.4,22.6,23.7,3.0395,4.2067,Perch
880,31.2,15,45.8,12.1697,6.5028,Perch
521,37,36.4,13.4,12.1807,6.3493,Perch
1044,35.9,12.2,20.9,10.4934,3.9698,Perch
862,10,40.9,34.8,9.2799,7.629,Perch
277,32.2,14.3,14.8,5.5561,2.8526,Perch
596,18,9.3,14.9,2.1957,7.7724,Perch
914,33.7,33.7,16.5,5.5789,4.0086,Perch
1064,9.7,20.6,20.5,8.0453,1.3437,Perch
886,23.9,18.4,37.4,10.4284,7.4094,Perch
338,29.6,35.6,41.6,5.6386,7.0934,Perch
849,20.2,22.8,33.5,4.1374,5.3812,Perch
54,24.2,32.7,38,9.898,7.1534,Perch
751,32.1,40.4,29.8,4.0099,1.4816,Perch
412,19.9,12.2,9.4,4.7862,3.8474,Perch
944,21.5,24.1,30.4,4.1466,6.0085,Perch
372,11.7,23.2,15,2.3542,1.4753,Perch
471,39,24,18.7,10.7508,4.2193,Perch
533,19.9,22.9,40.5,8.5833,2.2961,Perch
31,11.8,32.4,32.4,3.4418,5.1568,Perch
783,27.8,23.2,24,9.8326,1.791,Perch
186,14.5,30.5,34.2,9.1338,3.9724,Perch
809,7.4,9.5,15.1,10.9384,3.9156,Perch
690,34.4,42.1,42.6,9.7961,1.4926,Perch
1053,11.3,31.1,45.9,2.9477,7.1172,Perch
797,12.8,17.6,16.7,3.6003,5.0167,Perch
21,9.8,12.7,45.5,7.2036,6.0408,Perch
1035,19.7,38.1,38.9,4.4877,5.6904,Perch
31,10.4,10,38.7,7.6933,3.5949,Perch
120,20.5,27.7,28.8,4.6052,2.5884,Perch
25,24.5,20.5,16.3,5.0354,1.2255,Perch
886,11.2,21.6,23.7,6.5497,7.9289,Perch
995,38.4,18.2,40.3,2.2868,3.0506,Perch
246,22.3,15.3,19.1,10.8459,1.5266,Perch
215,12,24.5,17.8,7.2019,7.1121,Perch
999,19.8,40.3,12.1,6.7879,2.795,Perch
656,20.4,11.2,42.1,9.0228,4.2232,Perch
135,11.8,12.9,34.1,7.8842,1.6102,Perch
758,25.2,29.7,38.1,7.2013,2.8775,Perch
635,30,26.5,35.6,7.3494,1.2219,Perch
35,36.1,10.1,23.9,4.3013,6.744,Perch
469,34.1,32.3,9.7,12.174,4.7544,Perch
487,17.8,34.9,10.8,6.2458,3.776,Perch
41,23.7,10.4,20,9.1502,5.7878,Perch
795,39.3,35,31.5,6.4455,1.561,Perch
87,16.3,39.9,12.1,4.7154,2.5928,Perch
858,28.3,10.5,16.2,6.1762,7.1493,Perch
608,30.1,8.4,17.4,10.047,4.5843,Perch
106,28.8,17.5,22.3,9.3679,1.3127,Perch
729,26.6,24.9,19.9,3.8348,4.3951,Perch
429,18.9,13.3,31.4,6.4434,7.064,Perch
823,34.4,35.5,11,12.7771,6.3881,Perch
245,30.4,11.3,33.8,11.2342,2.991,Perch
432,10.3,8,33.4,4.1721,5.8312,Perch
795,10.2,17.2,15.5,8.1741,2.8093,Perch
789,39.7,12.7,38.4,2.2232,4.1963,Perch
526,7.5,37.2,34.8,2.1584,3.3939,Perch
306,37.2,19.5,10.3,3.2251,5.4619,Perch
850,24.7,9.8,33.7,2.8796,5.337,Perch
646,7.1,29.8,40.8,11.9882,5.9632,Perch
887,35.3,42.5,21.6,9.2385,7.1885,Perch
442,29,17.9,45.4,5.9686,4.3719,Perch
737,25.7,11.3,45.2,4.5572,6.5809,Perch
1050,38.8,24.9,24,6.0959,6.5586,Perch
131,33.6,38.5,22,3.6135,7.4174,Perch
471,21.6,31.5,14.4,10.8617,7.6395,Perch
429,21.7,28.9,13.6,2.2394,6.8811,Perch
832,12.7,12.6,28.1,5.8374,3.5147,Perch
758,22.8,37.8,12.9,12.3231,1.3686,Perch
623,25.3,28,22.7,11.038,7.0518,Perch
807,17.3,38.3,31.9,9.8576,7.4688,Perch
948,31.7,10.3,11.1,5.9551,3.9474,Perch
967,35,40.5,26.3,8.4024,1.42,Perch
986,34.6,17.1,18.7,9.9849,4.3766,Perch
1097,26.7,38.3,8,5.8504,2.6582,Perch
495,22.8,32.7,42.9,9.6413,4.1147,Perch
728,7.5,18,17.5,12.0205,4.817,Perch
614,34.4,41.5,12.4,12.7979,4.3963,Perch
653,23.4,15,32.3,7.3112,3.7179,Perch
323,15.4,15.7,23.5,4.1419,6.8815,Perch
985,27.1,29.9,39.5,5.1984,2.0311,Perch
525,16.3,36.4,43.8,10.5487,7.0654,Perch
264,24.2,34.2,9.4,2.1731,6.2233,Perch
885,8.6,26.2,33.9,9.118,6.813,Perch
924,28.5,28.8,19.1,10.2841,1.5828,Perch
402,32.1,18.9,40,12.7661,3.0059,Perch
134,15,19.8,32.9,12.4148,5.0683,Perch
825,11.8,39.6,45.8,11.1137,6.0338,Perch
360,9,33.6,11.4,10.6552,6.4012,Perch
180,29.9,27.4,20.6,11.0533,4.8838,Perch
162,31.7,12.2,23.3,10.697,4.9411,Perch
620,37,34,19.2,4.8888,3.1039,Perch
1052,36.3,24,13.2,6.2444,1.8804,Perch
830,39.4,37.5,30.3,7.7111,7.669,Perch
587,29.9,32.2,23.8,3.7953,5.6748,Perch
167,22.4,42.1,14.5,2.6745,2.4256,Perch
907,37.4,20.6,40.9,12.1965,4.2502,Perch
318,37.3,24.5,19.9,3.7017,6.0482,Perch
72,8.7,11.5,27.6,7.82,5.2048,Perch
779,34,19.5,20.8,9.0047,2.7857,Perch
523,21.1,41.9,24.5,11.9672,3.8833,Perch
221,26.5,39.1,30.3,2.2449,5.8468,Perch
102,30.4,37,32.7,3.2588,6.8824,Perch
590,21.3,40.4,43.5,9.7069,6.9059,Perch
845,28.5,28.5,39.3,4.7488,5.3765,Perch
297,33.9,15.8,28.1,6.2868,3.6104,Perch
172,25.7,12.4,19.4,11.8309,2.6824,Perch
168,31.9,26,33,6.9195,2.2472,Perch
383,24.1,11.8,12.8,9.7786,4.086,Perch
660,32.7,30.7,44.4,5.3975,3.6872,Perch
397,34.3,11.7,33.7,4.3606,6.1698,Perch
235,23.8,12.4,29.6,5.3961,3.2532,Perch
327,23.7,13.9,14.5,5.2999,7.3011,Perch
42,10.6,27.7,40.3,2.4506,7.5049,Perch
155,32.9,42.7,16.4,11.649,2.4283,Perch
501,36.5,15.4,28.8,6.2317,2.0928,Perch
909,26.1,37.2,34.2,2.7742,1.2037,Perch
185,28.8,16.4,33.3,11.7248,7.196,Perch
158,26.1,40,34.9,12.8827,5.6703,Perch
992,21.2,14.1,38.8,3.54,4.5317,Perch
662,13.1,34.3,32.8,6.9757,5.8208,Perch
542,15,38,15.3,11.7081,6.113,Perch
288,24.4,42,13.5,3.2408,1.626,Perch
15,13.1,10.7,32,2.6984,6.3293,Perch
251,14.2,20.7,45.7,8.9892,4.5788,Perch
612,13,28.1,20.1,12.5296,6.7387,Perch
183,16.3,39.4,31.6,9.2928,6.958,Perch
957,23.4,18.8,36.7,10.0569,7.3286,Perch
98,24.8,39.5,20.4,6.141,3.5138,Perch
858,19.7,10.3,9.5,6.6465,4.6543,Perch
664,31.1,20.8,33.9,7.8398,6.3763,Perch
937,27.6,36,10.8,11.0949,1.2795,Perch
84,21.3,33.1,26.1,9.6854,2.4128,Perch
655,38.3,42,27.1,7.3234,3.6764,Perch
458,24.2,23.9,11.5,10.841,4.234,Perch
1044,14.9,41.4,14.6,7.843,4.241,Perch
205,27,36.8,23.7,7.3653,2.3596,Perch
752,29,42.3,37,5.8569,1.2547,Perch
305,14.7,8.4,34.1,12.0221,7.9843,Perch
336,7.3,23.2,19.8,2.6644,4.5775,Perch
630,37.3,29.4,42.5,2.2163,4.7842,Perch
664,31.6,32.3,36.5,12.423,1.1757,Perch
443,26.8,36.3,9.9,12.3077,4.5898,Perch
694,21.8,10.7,11.2,10.1694,3.3765,Perch
930,29,30.8,17.5,4.4853,1.3439,Perch
628,38.7,25.8,20.9,8.4406,7.6789,Perch
535,22.2,16.4,33.4,5.2037,4.3981,Perch
820,27.1,23.1,11.5,11.2172,5.587,Perch
188,26.3,40.4,19.9,7.5844,6.3865,Perch
160,32.4,30.9,31.4,12.7237,5.1169,Perch
1059,23.6,36.7,33.4,2.07,2.9244,Perch
986,13.1,22.2,32.6,6.9058,7.8321,Perch
1047,23.9,39.8,22.7,7.3791,7.2158,Perch
427,21.9,29.5,16.3,12.4409,4.2665,Perch
157,19.3,12.9,25.4,11.6945,7.9094,Perch
773,16.5,38.9,43.3,6.4018,6.1699,Perch
500,18.5,12.3,33.1,4.8844,6.6193,Perch
556,16.4,26.7,24.3,5.4197,1.8336,Perch
236,18.4,20.3,25.4,4.7971,5.2094,Perch
491,14.2,21.1,30.6,3.7731,2.933,Perch
207,34.7,27.7,17.3,7.6784,1.9458,Perch
120,24.9,26.2,16.6,6.0176,1.2749,Perch
845,19,16.6,11,2.6398,4.2598,Perch
1073,11.9,11.6,23,11.4816,3.3703,Perch
98,37.7,16.8,17.8,9.7387,4.9104,Perch
770,13.5,41.8,28.1,2.066,4.775,Perch
783,11.7,11.4,8.2,8.7116,5.505,Perch
864,30.6,40.3,42.7,12.6631,7.3457,Perch
559,29.9,39.3,32.3,7.4567,3.6747,Perch
448,9.3,13.1,29.8,3.3944,4.5131,Perch
953,26.9,13,20.2,4.564,3.2182,Perch
518,8.3,8.2,24.1,4.0664,1.3469,Perch
720,38.7,24.9,43.5,2.4982,6.0533,Perch
631,35.9,12.2,31.4,4.7747,3.2197,Perch
808,38.4,24.5,39.1,11.4028,1.6308,Perch
716,31.1,32.5,38.8,10.5827,2.789,Perch
799,34.8,16.8,20.4,12.3076,1.9774,Perch
531,32.5,23.1,28.4,12.4296,1.6385,Perch
983,36.8,30.3,15.1,10.9564,2.792,Perch
704,12.8,10.4,19.3,8.5685,7.8324,Perch
442,11.3,32.9,25.2,3.3945,4.6885,Perch
1095,13.5,29.1,20.1,3.4569,3.1105,Perch
970,37.9,24.3,25.9,2.6505,5.1582,Perch
710,15.2,12.9,35.9,12.029,7.0203,Perch
679,23.5,40.4,9.1,8.9804,4.2356,Perch
826,33.6,39.5,38,6.225,5.9942,Perch
73,15.4,18.5,29,9.0096,5.8804,Perch
374,34.9,17.7,23.8,4.0126,7.2984,Perch
270,10.1,25.8,15.8,3.4176,1.1241,Perch
1074,32.1,39.6,29,11.6365,7.4476,Perch
736,26.9,9.9,39,5.5945,2.2762,Perch
313,36.5,19.7,34.9,3.939,5.1864,Perch
531,20.8,9.6,44.2,9.7359,6.5458,Perch
218,27.5,13.4,10.8,12.3844,6.9431,Perch
646,34.9,12.3,39.4,7.7628,3.4335,Perch
606,21.5,22,16.1,10.4633,4.6536,Perch
333,23.9,36.8,23.9,12.466,7.4836,Perch
994,23.6,10.1,37.2,10.2626,5.0144,Perch
747,23.7,29.9,17.7,10.83,1.7751,Perch
919,13.9,26.6,41,4.2761,6.4572,Perch
654,37.4,39.1,38.9,12.8953,5.2462,Perch
459,37.2,40.7,37.5,2.873,7.9795,Perch
538,24,18.2,30.9,3.5872,5.804,Perch
190,37.7,36.1,8.1,5.9676,6.7832,Perch
666,22.2,18.5,16.7,5.1394,3.5892,Perch
583,24.4,42,30.3,6.2647,4.6627,Perch
372,15.9,18.4,22.8,5.5866,3.8188,Perch
648,8.9,42.6,29,6.7254,5.101,Perch
335,7.7,17.6,21.3,10.2972,7.6456,Perch
998,30.7,12.8,13,8.4035,3.4224,Perch
1040,19.7,36.1,26.6,6.9052,7.6787,Perch
866,7.4,30.3,44.3,5.9756,6.4756,Perch
709,28.4,27.7,12.9,7.7989,2.422,Perch
540,10.6,13.9,19.5,12.8496,4.7972,Perch
559,25.2,30,14.1,12.0348,1.1455,Perch
721,37.6,16.3,44.1,4.1553,1.6077,Perch
8,14.4,27.8,35.1,9.1937,3.1001,Perch
467,22.3,9.1,44.4,8.3033,2.6609,Perch
735,25.6,20.1,22.8,3.0645,1.2823,Perch
7,32.7,36.1,43.1,3.0995,3.5562,Perch
302,38,11.7,30,4.3359,3.7652,Perch
177,29.5,8.8,25.5,3.1519,7.347,Perch
927,34.7,36.3,10.4,8.5113,7.3584,Perch
179,19.3,34.4,12.5,2.3087,5.1074,Perch
727,8.7,28.7,11.6,11.71,6.5307,Perch
368,19.8,18.7,18.3,5.2666,6.9368,Perch
438,23.3,15.3,29.8,6.34,2.0773,Perch
539,11.7,30.6,11.2,7.2468,5.4671,Perch
460,33.9,42.1,30.7,7.1797,1.0385,Perch
222,8.1,24.2,21.5,12.8772,5.0951,Perch
30,19,37.6,40.5,12.192,7.8968,Perch
892,31.9,42.4,32.7,10.9213,3.1404,Perch
636,38.1,9.8,43.8,5.9499,3.7117,Perch
341,36.4,42.5,33.6,10.499,4.1702,Perch
115,23.9,14.5,26.1,2.3429,2.7435,Perch
273,15.4,26,36.3,5.6264,7.5866,Perch
1097,36.2,36.8,41.8,6.851,6.4461,Perch
562,27,14.2,10.7,2.7149,1.2715,Perch
764,12.3,41.7,44.3,4.5376,5.915,Perch
1074,16.2,16.5,37.4,7.2022,2.7786,Perch
950,21.8,13.8,21.5,2.4526,4.3179,Perch
1079,13.5,38,43,10.8022,2.4744,Perch
371,35.8,35.4,31.6,9.7117,6.7836,Perch
429,11.1,40.1,40.5,3.9493,5.8554,Perch
789,35.8,23.7,44.4,12.725,4.3948,Perch
43,18.8,30.7,26.8,11.117,7.6045,Perch
444,23.3,9.7,36.9,6.6879,1.338,Perch
619,21.3,21.6,45.2,6.1581,2.0287,Perch
725,39.7,22.4,43.9,12.0528,3.2689,Perch
431,32.6,34.7,18.2,12.3556,4.1734,Perch
155,32.4,10.6,27,8.0295,6.5081,Perch
309,10.7,11.9,13.3,7.8831,4.7219,Perch
416,20.2,42.1,10,6.0234,5.8053,Perch
292,20.5,39.3,19,12.2808,6.9632,Perch
944,16.8,11.8,16.2,11.4734,7.8434,Perch
283,31.2,18.1,27.7,3.0274,7.4225,Perch
832,11.6,17.6,31.8,10.9532,4.9107,Perch
39,29.5,33.1,34.8,12.4631,1.493,Perch
324,18,26.1,41.4,4.155,2.9482,Perch
482,9,22.5,23,2.9165,3.7303,Perch
489,38.6,19.5,37.2,3.1873,1.0882,Perch
234,14.8,22.2,17.5,12.2216,1.9613,Perch
1038,24.9,10.1,42.6,10.7645,4.1736,Perch
954,19.6,36.3,33.3,10.9753,2.2225,Perch
717,35.2,22.7,38.2,10.1038,7.0111,Perch
811,7.2,26.5,40.8,3.0703,1.7243,Perch
973,8.6,21.5,11.5,8.1416,6.4788,Perch
114,37.2,11.5,32.6,3.8852,6.7028,Perch
257,14.3,23,12.8,8.2872,5.0864,Perch
139,7.4,35,30.4,5.3718,3.7918,Perch
111,21.1,26.3,26,2.4902,4.8833,Perch
363,21.5,23,38.1,5.342,5.5628,Perch
50,25.1,23.3,42.5,6.1084,7.4062,Perch
18,21.2,8.9,34.5,5.6267,4.379,Perch
515,17.5,43,9.6,11.0582,6.0188,Perch
529,27.5,13.9,9.8,5.9506,5.2896,Perch
753,38,27.8,17.8,4.7121,6.1197,Perch
579,17.6,18.8,10.9,9.673,5.7371,Perch
244,16.1,19.3,34.5,2.7761,3.3218,Perch
717,12.6,33.6,33.9,5.4065,4.7994,Perch
697,11.4,11,28.9,6.5945,7.3759,Perch
100,30.3,21.7,18.2,10.8735,4.6666,Perch
879,15,23.6,30.9,9.3617,3.8631,Perch
954,17.3,17.8,20.4,5.1203,2.4806,Perch
914,13.4,18.6,31.7,9.7122,2.2365,Perch
954,37.1,35.7,39.2,2.3036,2.3742,Perch
692,34.2,32.6,21.8,5.6098,5.8258,Perch
911,35.7,13.5,39.5,6.9555,6.1449,Perch
392,24.5,40.9,43.8,9.8367,1.5524,Perch
158,7.5,14.6,18.4,11.1369,1.5083,Perch
243,14.3,27.4,31.5,3.4469,5.6933,Perch
342,15.1,32.3,9.9,10.9791,1.2,Perch
681,20.4,33.2,29.3,12.3972,7.8769,Perch
577,37.6,41.6,43,6.426,3.7097,Perch
300,26.1,11.8,8.6,3.7568,4.992,Perch
585,7.9,17.9,15.5,8.5043,3.1144,Perch
620,29.3,41,44,8.9044,4.5836,Perch
615,12.9,30.3,32.2,3.8033,6.001,Perch
629,33.4,31.9,19.4,11.0469,2.4769,Perch
672,9.5,41.1,26.6,7.6413,1.1076,Perch
192,39.1,31.9,12.3,2.3344,3.4977,Perch
385,34.4,40,39.9,12.658,4.8419,Perch
1058,17,22.3,34.6,4.1556,2.3991,Perch
431,33.8,13,8.6,8.0511,2.0776,Perch
52,18.4,14.8,40.8,3.777,5.6361,Perch
1058,23.3,10.5,12,8.2238,6.4841,Perch
115,35.7,22.8,16.3,11.2088,4.3758,Perch
618,17,26.4,27.7,10.8645,2.5826,Perch
1025,26.5,40.8,20.9,4.8,6.4364,Perch
74,31.3,9.3,25,11.5863,5.7588,Perch
502,38.1,10.6,11.5,3.7579,5.7333,Perch
1074,19.6,26.6,45.6,9.1184,4.1223,Perch
710,15.3,38.2,37.9,9.6176,7.904,Perch
439,10.5,15.2,42.7,3.397,2.1496,Perch
556,39,23.4,39.6,5.2003,4.8897,Perch
98,15.7,13.2,15.9,5.8363,5.756,Perch
349,18.3,16.4,11.3,12.4071,3.2428,Perch
1078,21.8,26.3,36.9,9.0854,6.7808,Perch
262,22.7,33.9,38.1,6.7292,4.5977,Perch
738,21.5,35.2,36.5,3.3458,2.5788,Perch
473,32.6,40.8,41.6,7.867,6.7928,Perch
657,14.4,24.5,39.5,4.7202,4.9542,Perch
458,11.8,24,25.6,5.6226,6.4745,Perch
487,15.7,38,32.5,4.5155,3.6841,Perch
607,26.3,39.9,38.4,12.2441,1.0017,Perch
551,29.4,14.4,33.3,7.3348,1.002,Perch
261,24.2,17.6,12.8,4.2997,7.7236,Perch
12,16.6,27.4,21.1,10.9976,4.3034,Perch
159,17.2,11.1,17.1,12.9825,4.7149,Perch
219,31.9,42.2,36.6,11.1058,7.0995,Perch
326,20.3,41.4,38.8,9.04,2.6703,Perch
1053,33,34.4,25.7,5.6563,2.4942,Perch
840,33.6,34.6,24.3,11.3701,7.3684,Perch
814,28.3,12,20.2,7.4107,1.3087,Perch
806,36.6,9.3,19.9,6.2699,5.5152,Perch
224,24.1,19,45.1,12.0245,7.6838,Perch
378,34.1,12.4,9.7,4.1343,2.071,Perch
464,37,18,11.3,5.2131,4.4917,Perch
889,19.8,18.7,45.5,2.8822,4.1107,Perch
323,8.5,23.9,17.5,11.46,4.0259,Perch
643,33.1,35.5,8.7,12.4867,6.9478,Perch
659,33.4,14.7,33.4,11.8745,5.3528,Perch
639,26.8,38.1,37,3.6293,7.7487,Perch
641,36.7,35.4,13.6,6.3644,4.2718,Perch
758,11.5,23.4,39.9,6.978,3.1278,Perch
13,19.4,31.1,32.4,12.6245,3.883,Perch
